 ! Fichier pour convertir les lettres grecques de Beta-Code en Utf-8 et réciproquement				
 ! Dans le sens Beta-Code --> utf-8, l'ordre a son importance :				
 ! - les lettres les plus décorées passent devant  !				
 ! Pour le sens utf-8 --> betacode, j'ai gardé les alpha […] with tonos,				
 ! qu'il ne faut pas utiliser (remplacés par alpha […] with oxia).				
 !				
 ! Philippe, juin 2014.				
 !				
u_	U+1FE1	ῡ	225191161	GREEK SMALL LETTER UPSILON WITH MACRON
w|	U+1FF3	ῳ	225191179	GREEK SMALL LETTER OMEGA WITH YPOGEGRAMMENI
w=	U+1FF6	ῶ	225191182	GREEK SMALL LETTER OMEGA WITH PERISPOMENI
*#711	U+03FA	Ϻ	207186	Greek Letter san
*#1	U+03DE	Ϟ	207158	Greek Capital Letter koppa
*#2	U+03DA	Ϛ	207154	Greek Capital Letter stigma
*#3	U+03D8	Ϙ	207152	Greek Capital Letter archaic koppa
*#5	U+03E0	Ϡ	207160	Greek Capital Letter sampi
#711	U+03FB	ϻ	207187	Greek Letter san
#401	U+03F3	ϳ	207179	Greek Letter yot
#1	U+03DF	ϟ	207159	Greek Letter koppa
#2	U+03DB	ϛ	207155	Greek Letter stigma
#3	U+03D9	ϙ	207153	Greek Letter archaic koppa
#5	U+03E1	ϡ	207161	Greek Letter sampi
 !				
 ! 1 caractère				
 !	
_	U+0304	̄	204132	combining macro			
^	U+0306	̆	204134	combining breve			
 !+	U+0308	̈	204136	COMBINING DIAERESIS
)	U+0313	̓	204147	COMBINING COMMA ABOVE
(	U+0314	̔	204148	COMBINING REVERSED COMMA ABOVE
\	U+0340	̀	205128	COMBINING GRAVE TONE MARK
/	U+0341	́	205129	COMBINING ACUTE TONE MARK
=	U+0342	͂	205130	COMBINING GREEK PERISPOMENI
|	U+0345	ͅ	205133	COMBINING GREEK YPOGEGRAMMENI
a	U+03B1	α	206177	GREEK SMALL LETTER ALPHA
b	U+03D0	ϐ	207144	GREEK beta intérieur
! L'ordre des deux betas a de l'importance !
b	U+03B2	β	206178	GREEK SMALL LETTER BETA
g	U+03B3	γ	206179	GREEK SMALL LETTER GAMMA
d	U+03B4	δ	206180	GREEK SMALL LETTER DELTA
e	U+03B5	ε	206181	GREEK SMALL LETTER EPSILON
z	U+03B6	ζ	206182	GREEK SMALL LETTER ZETA
h	U+03B7	η	206183	GREEK SMALL LETTER ETA
q	U+03B8	θ	206184	GREEK SMALL LETTER THETA
i	U+03B9	ι	206185	GREEK SMALL LETTER IOTA
k	U+03BA	κ	206186	GREEK SMALL LETTER KAPPA
l	U+03BB	λ	206187	GREEK SMALL LETTER LAMDA
m	U+03BC	μ	206188	GREEK SMALL LETTER MU
n	U+03BD	ν	206189	GREEK SMALL LETTER NU
c	U+03BE	ξ	206190	GREEK SMALL LETTER XI
o	U+03BF	ο	206191	GREEK SMALL LETTER OMICRON
p	U+03C0	π	207128	GREEK SMALL LETTER PI
r	U+03C1	ρ	207129	GREEK SMALL LETTER RHO
s	U+03C3	σ	207131	GREEK SMALL LETTER SIGMA
t	U+03C4	τ	207132	GREEK SMALL LETTER TAU
u	U+03C5	υ	207133	GREEK SMALL LETTER UPSILON
f	U+03C6	φ	207134	GREEK SMALL LETTER PHI
x	U+03C7	χ	207135	GREEK SMALL LETTER CHI
y	U+03C8	ψ	207136	GREEK SMALL LETTER PSI
w	U+03C9	ω	207137	GREEK SMALL LETTER OMEGA
v	U+03DD	ϝ	207157	GREEK SMALL LETTER DIGAMMA
s	U+03C2	ς	207130	GREEK SMALL LETTER FINAL SIGMA
s	U+03F2 	ϲ	207178	GREEK LUNATE SIGMA SYMBOL
m	U+00B5	µ	194181	MICRO SIGN
 !	U+0343	̓	205131	COMBINING GREEK KORONIS	
 !	U+0344	̈́	205132	COMBINING GREEK DIALYTIKA TONOS	
 !	U+0370	Ͱ	205176	GREEK CAPITAL LETTER HETA	
 !	U+0371	ͱ	205177	GREEK SMALL LETTER HETA	
 !	U+0372	Ͳ	205178	GREEK CAPITAL LETTER ARCHAIC SAMPI	
 !	U+0373	ͳ	205179	GREEK SMALL LETTER ARCHAIC SAMPI	
 !	U+0374	ʹ	205180	GREEK NUMERAL SIGN	
 !	U+0375	͵	205181	GREEK LOWER NUMERAL SIGN	
 !	U+0376	Ͷ	205182	GREEK CAPITAL LETTER PAMPHYLIAN DIGAMMA	
 !	U+0377	ͷ	205183	GREEK SMALL LETTER PAMPHYLIAN DIGAMMA	
 !	U+0387	·	206135	GREEK ANO TELEIA	
a/	U+03AC	ά	206172	GREEK SMALL LETTER ALPHA WITH TONOS
e/	U+03AD	έ	206173	GREEK SMALL LETTER EPSILON WITH TONOS
h/	U+03AE	ή	206174	GREEK SMALL LETTER ETA WITH TONOS
i/	U+03AF	ί	206175	GREEK SMALL LETTER IOTA WITH TONOS
o/	U+03CC	ό	207140	GREEK SMALL LETTER OMICRON WITH TONOS
u/	U+03CD	ύ	207141	GREEK SMALL LETTER UPSILON WITH TONOS
w/	U+03CE	ώ	207142	GREEK SMALL LETTER OMEGA WITH TONOS
 !				
 !	U+1F58	὘	225189152		
 !	U+1F5A	὚	225189154		
 !	U+1F5C	὜	225189156		
 !	U+1F5E	὞	225189158		
 !a^	U+1FB0	ᾰ	225190176	GREEK SMALL LETTER ALPHA WITH VRACHY
 !	U+1FB5	᾵	225190181	
 !	U+1FB8	Ᾰ	225190184	GREEK CAPITAL LETTER ALPHA WITH VRACHY
 !	U+1FB9	Ᾱ	225190185	GREEK CAPITAL LETTER ALPHA WITH MACRON
 !	U+1FBD	᾽	225190189	GREEK KORONIS
 !	U+1FBE	ι	225190190	GREEK PROSGEGRAMMENI
 !	U+1FBF	᾿	225190191	GREEK PSILI
 !	U+1FC0	῀	225191128	GREEK PERISPOMENI
 !	U+1FC1	῁	225191129	GREEK DIALYTIKA AND PERISPOMENI
 !	U+1FC5	῅	225191133	
 !	U+1FCD	῍	225191141	GREEK PSILI AND VARIA
 !	U+1FCE	῎	225191142	GREEK PSILI AND OXIA
 !	U+1FCF	῏	225191143	GREEK PSILI AND PERISPOMENI
 !	U+1FD0	ῐ	225191144	GREEK SMALL LETTER IOTA WITH VRACHY
 !	U+1FD4	῔	225191148	
 !	U+1FD5	῕	225191149	
 !	U+1FD8	Ῐ	225191152	GREEK CAPITAL LETTER IOTA WITH VRACHY
 !	U+1FD9	Ῑ	225191153	GREEK CAPITAL LETTER IOTA WITH MACRON
 !	U+1FDC	῜	225191156	
 !	U+1FDD	῝	225191157	GREEK DASIA AND VARIA
 !	U+1FDE	῞	225191158	GREEK DASIA AND OXIA
 !	U+1FDF	῟	225191159	GREEK DASIA AND PERISPOMENI
 !	U+1FE0	ῠ	225191160	GREEK SMALL LETTER UPSILON WITH VRACHY
 !	U+1FE8	Ῠ	225191168	GREEK CAPITAL LETTER UPSILON WITH VRACHY
 !	U+1FE9	Ῡ	225191169	GREEK CAPITAL LETTER UPSILON WITH MACRON
 !	U+1FED	῭	225191173	GREEK DIALYTIKA AND VARIA
 !	U+1FEE	΅	225191174	GREEK DIALYTIKA AND OXIA
 !	U+1FEF	`	225191175	GREEK VARIA
 !	U+1FF0	῰	225191176	
 !	U+1FF1	῱	225191177	
 !	U+1FF5	῵	225191181	
 !	U+1FFD	´	225191189	GREEK OXIA
 !	U+1FFE	῾	225191190	GREEK DASIA
 !	U+1FFF	῿	225191191	
